Late_Delivery_Probability,Risk_Category,Actual_Late_Delivery_Risk,Predicted_Risk,Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Order Region,Order State,Product Name,Shipping Mode,shipping_delay_gap,shipping_pressure_index,is_express,high_discount_flag,order_complexity_score,region_congestion_score
1.0,High Risk,1,1,2,1.54240394283512,0.7770119322631955,0.0808565727874062,-0.8016366215001962,10,157,0,1,32,5,3,2563,69,-0.3527779012203945,0.4008241135082545,-0.2953586777966375,0.4914974894530089,-0.7755982256425576,13,609,61,3,0.9629244559058174,1.2807726860234483,0,1,-0.7858513977747625,1.416024798832915
1.0,High Risk,1,1,2,0.926192505720632,0.7770119322631955,0.0914595784580997,-0.7751958813667323,44,300,0,0,5,8,4,861,48,-0.0404740336243566,1.110716664889152,-0.8548952661416939,0.4914974894530089,1.973026720608208,18,665,34,3,0.2920534670031837,-0.6583598049342332,0,1,-0.7104304007210767,0.4045597405012845
1.0,High Risk,1,1,1,1.54240394283512,0.7770119322631955,0.9647269463993664,1.208276675017402,25,117,0,1,40,8,1,912,115,2.360448188542532,1.110716664889152,-0.4388295978851134,0.555791995277379,1.973026720608208,22,428,3,3,0.9629244559058174,-0.6583598049342332,0,1,1.4855624853802196,1.0038335561201748
1.0,High Risk,1,1,1,1.54240394283512,0.7770119322631955,0.0573580196793826,-0.1931659613310515,30,266,0,2,30,3,1,1269,115,0.8881585270183537,1.3946736854415114,-0.6541077134778718,0.1271619564482453,1.2858704840455164,22,429,67,3,0.9629244559058174,-0.4644465558384649,0,1,-0.0291425387813055,1.0038335561201748
1.0,High Risk,1,1,1,-0.9224418056228316,-1.4062015660718208,-0.0832512086743194,-0.1432038056845377,30,66,1,2,36,3,3,268,145,0.6126504022907742,0.9687381546129727,-0.6541077134778718,-0.0871530629663214,1.2858704840455164,15,110,67,0,0.2920534670031837,-1.3370561767694218,1,1,-0.0291425387813055,0.689855602893397
0.0,Low Risk,0,0,3,0.3099810686061441,0.7770119322631955,0.0134176358188507,-0.9268339430785218,38,66,1,1,36,6,2,3117,66,-0.5827512941482574,-0.0251114173202841,-0.7257714380620653,0.4486344855700956,-0.0884419890798662,3,345,102,3,-0.3788175218994499,0.3112064405446075,0,0,-0.937374906915752,-0.0737045223261843
1.0,High Risk,1,1,2,1.54240394283512,0.7770119322631955,-1.849081504426043,-0.5730952083592151,34,59,0,2,31,0,3,2906,31,-0.2331917368979058,0.2588456032320748,-0.0801522976639233,-3.473330369716477,-0.7755982256425576,7,385,56,3,0.9629244559058174,1.2807726860234483,0,1,-0.5586797199022145,-0.4953957997126453
1e-04,Low Risk,0,0,2,-0.9224418056228316,-0.6784637332934821,-0.1995021807575092,-1.435797338328984,43,352,0,0,42,3,3,2585,111,-0.924031809253206,-0.7350039687011819,-0.9298588218879226,-0.0442900590834081,-0.7755982256425576,13,107,101,2,-0.3788175218994499,-0.1735766821948127,0,0,-1.455629228035658,1.416024798832915
0.9288,High Risk,1,1,3,-0.9224418056228316,-1.4062015660718208,-0.4439444466251205,0.1069406096475067,30,402,0,0,10,3,3,1948,51,-0.7667300084905477,-1.1609394995297204,-0.6541077134778718,-0.5372146037369119,1.2858704840455164,15,195,67,0,0.2920534670031837,-1.3370561767694218,1,0,-0.0291425387813055,0.689855602893397
1.0,High Risk,1,1,2,-0.9224418056228316,-1.4062015660718208,0.6687024907824352,0.140804775244309,10,66,1,0,36,5,4,1723,48,-0.950708722832838,-1.4448965200820796,-0.2953586777966375,0.7272440108090326,-0.0884419890798662,21,187,61,0,0.2920534670031837,-1.1431429276736536,1,0,-0.0286881954255604,-0.8571844659275237
1.0,High Risk,1,1,0,0.926192505720632,0.7770119322631955,0.9866016157560226,0.6495179426701645,10,448,0,1,40,5,2,2775,102,0.8430837420044927,0.4008241135082545,-0.2953586777966375,0.7701070146919458,0.5987142474828251,3,1027,61,3,0.2920534670031837,-0.1735766821948127,0,1,0.7284750069236415,-0.0737045223261843
0.0,Low Risk,0,0,1,0.3099810686061441,0.7770119322631955,0.1248924792215479,-0.747420592835365,35,51,0,2,10,8,2,2961,20,-0.1917965261708904,0.6847811340606135,-0.2236232177523994,0.555791995277379,-0.7755982256425576,12,207,49,3,-0.3788175218994499,1.2807726860234483,0,1,-0.7101275051505799,-0.5133785839780072
1e-04,Low Risk,0,0,1,-0.9224418056228316,-0.6784637332934821,1.424477093183584,1.575444302990613,18,23,0,2,15,3,1,2369,47,0.3371422775631942,-0.4510469481488227,1.8566333880704584,0.7272440108090326,-0.7755982256425576,17,203,24,2,-0.3788175218994499,-0.1735766821948127,0,0,1.4857896570580924,-0.4386915903571758
0.0,Low Risk,0,0,2,-0.9224418056228316,0.7770119322631955,0.4075437745331,-0.301598018660714,30,348,0,0,31,3,2,414,20,-0.8127246870761203,-1.1609394995297204,-0.6541077134778718,0.6843810069261191,0.5987142474828251,12,885,67,3,-1.720559499704717,-0.1735766821948127,0,0,-0.4076105541169702,-0.5133785839780072
1e-04,Low Risk,0,0,0,0.3099810686061441,0.7770119322631955,-1.785081380107442,1.7088991427809672,18,300,0,1,5,3,3,1179,8,-0.3987725798059671,-1.018960989253541,1.8566333880704584,-1.1801596619806125,-0.7755982256425576,11,833,24,3,-0.3788175218994499,1.2807726860234483,0,0,1.4857896570580924,-0.7972996521958311
1.0,High Risk,1,1,1,-0.3062303685083438,-0.6784637332934821,0.6305889839121042,1.1417160736719634,18,452,0,0,5,3,1,3161,128,2.7288655640129686,1.3946736854415114,1.8566333880704584,0.3414769758628122,-0.7755982256425576,8,988,24,2,0.2920534670031837,-0.1735766821948127,0,1,1.4857896570580924,0.8212232358499337
1.0,High Risk,1,1,1,-0.3062303685083438,-0.6784637332934821,-0.0533526431344358,-0.159385205009118,46,66,1,0,36,3,1,989,115,0.705099706247775,1.110716664889152,0.4219959226457426,-0.0442900590834081,-0.7755982256425576,22,302,70,2,0.2920534670031837,-0.1735766821948127,0,1,-0.028612471532936,1.0038335561201748
0.0,Low Risk,0,0,2,-0.9224418056228316,-0.6784637332934821,0.3487018691894311,-0.0260971837685022,12,266,0,1,30,0,4,2452,48,-0.950708722832838,-1.4448965200820796,-0.5823005179735894,0.4486344855700956,0.5987142474828251,21,61,71,2,-0.3788175218994499,-0.9007513663039434,0,0,-0.1802117045665497,-0.8571844659275237
0.0,Low Risk,0,0,3,-0.9224418056228316,-0.6784637332934821,1.56881170190807,1.7087323242312291,10,142,0,2,5,5,2,2848,38,-0.3987725798059671,-1.018960989253541,-0.2953586777966375,0.7701070146919458,1.2858704840455164,1,891,61,2,-0.3788175218994499,-1.0461863031257694,0,0,1.4856382092728435,-1.7262180350025187
1.0,High Risk,1,1,1,0.926192505720632,0.7770119322631955,-0.6876225319038529,1.8089902726237328,18,66,1,2,36,3,2,3339,59,-0.950708722832838,-1.4448965200820796,1.8566333880704584,-0.5372146037369119,-0.7755982256425576,3,388,24,3,0.2920534670031837,1.2807726860234483,0,0,1.4857896570580924,-0.0737045223261843
0.0,Low Risk,0,0,2,-0.9224418056228316,0.7770119322631955,0.7452160722439265,0.140971593794047,47,262,0,0,5,6,3,859,134,1.349025206445791,1.3946736854415114,-0.6539642425577832,0.8129700185748592,1.973026720608208,20,277,59,3,-1.720559499704717,-0.6583598049342332,0,1,0.3500827154806012,0.4473004169368773
0.0,Low Risk,0,0,3,-0.3062303685083438,0.7770119322631955,0.0998655649357667,-0.7268185019427291,30,66,1,0,36,3,4,2651,48,-0.7667300084905477,-0.8769824789773615,-0.6541077134778718,0.4700659875115523,-0.0884419890798662,18,452,67,3,-1.0496885108020837,0.3112064405446075,0,0,-0.7860785694526351,0.4045597405012845
0.3146,Low Risk,0,0,3,0.3099810686061441,-0.6784637332934821,-0.888219936484542,1.7088991427809672,18,15,0,0,10,3,1,430,120,-0.3987725798059671,-1.018960989253541,1.8566333880704584,-0.6443721134441953,-0.7755982256425576,10,453,24,2,0.9629244559058174,-0.1735766821948127,0,0,1.4857896570580924,-0.7740272791225363
0.0,Low Risk,0,0,1,-0.9224418056228316,-0.6784637332934821,-0.1132452967878129,-0.4011886928542655,47,437,0,1,5,6,2,87,59,-0.2607885440492493,-0.0251114173202841,-0.6539642425577832,-0.0871530629663214,0.5987142474828251,3,388,59,2,-0.3788175218994499,-0.9007513663039434,0,0,-0.4071562107612251,-0.0737045223261843
0.0,Low Risk,0,0,3,0.3099810686061441,0.7770119322631955,0.6986010563223188,1.2084434935671402,18,66,1,0,36,3,3,3533,73,2.360908135328388,1.110716664889152,1.8566333880704584,0.3629084778042688,-0.7755982256425576,13,928,24,3,-0.3788175218994499,1.2807726860234483,0,1,1.4857896570580924,1.416024798832915
0.7307,High Risk,1,1,3,1.54240394283512,0.7770119322631955,-0.1823081175077359,-1.3334541580647563,17,62,0,0,5,5,0,3146,80,-0.7317740527655126,0.9687381546129727,-0.811853990115151,0.0200044467409619,-0.7755982256425576,5,208,104,3,0.9629244559058174,1.2807726860234483,0,1,-1.3310634246688773,1.093405428775596
1.0,High Risk,1,1,0,1.54240394283512,0.7770119322631955,-0.0344391735596851,0.5163133307044173,47,348,0,1,31,6,2,3117,66,-0.7207353299049751,-1.1609394995297204,-0.6539642425577832,-0.0871530629663214,1.973026720608208,3,345,59,3,0.9629244559058174,-0.6583598049342332,0,0,0.3500827154806012,-0.0737045223261843
1.0,High Risk,1,1,1,1.54240394283512,0.7770119322631955,1.1684765959091803,1.4086257532526711,18,66,1,0,36,3,4,518,48,1.257035849274646,0.2588456032320748,1.8566333880704584,0.620086501101749,-0.7755982256425576,14,200,24,3,0.9629244559058174,1.2807726860234483,0,1,1.4857896570580924,0.9289035730701176
0.0,Low Risk,0,0,1,-0.3062303685083438,0.7770119322631955,0.1373104137908287,-0.3141094098910597,30,29,0,2,21,3,2,2042,6,-0.7437326691977615,-1.018960989253541,-0.6541077134778718,0.2771824700384421,0.5987142474828251,12,658,67,3,-1.0496885108020837,-0.1735766821948127,0,0,-0.4076105541169702,-0.5133785839780072
1.0,High Risk,1,1,1,1.54240394283512,0.7770119322631955,0.512045470062278,0.2742596150346629,31,66,1,2,36,8,1,581,75,1.532543974002226,1.3946736854415114,-0.3670941378408754,0.4914974894530089,0.5987142474828251,17,190,72,3,0.9629244559058174,-0.1735766821948127,0,1,0.5013033290510936,-0.4386915903571758
0.0,Low Risk,0,0,1,-0.3062303685083438,0.7770119322631955,-0.0609944490232239,-0.6598408542229453,34,330,0,1,5,0,0,1481,139,0.2451529203920491,1.3946736854415114,-0.0801522976639233,0.0628674506238752,-0.7755982256425576,9,472,56,3,-1.0496885108020837,1.2807726860234483,0,1,-0.5586797199022145,-0.3078023284267748
1.0,High Risk,1,1,1,-1.5386532427373196,-2.13393939885016,-0.0713108869730879,-1.181232231428884,30,310,0,0,39,3,2,2804,102,-0.5597539548554711,0.9687381546129727,-0.6541077134778718,0.4914974894530089,-0.7755982256425576,3,878,67,1,0.2920534670031837,-1.627926050413074,1,1,-1.1645465847883,-0.0737045223261843
0.0,Low Risk,0,0,3,-0.3062303685083438,0.7770119322631955,-0.0229764647265028,-0.5665892849194354,38,129,0,1,5,6,1,2106,75,-0.7299342656220896,-0.8769824789773615,-0.7257714380620653,0.1057304545067887,0.5987142474828251,17,799,102,3,-1.0496885108020837,-0.1735766821948127,0,0,-0.6345550603116455,-0.4386915903571758
1.0,High Risk,1,1,1,1.54240394283512,0.7770119322631955,-0.1864155881729595,-1.448141911009592,7,66,1,1,36,2,1,283,47,-0.8674583545929517,0.826759644336793,-0.9316522083890284,0.2986139719798988,-0.7755982256425576,17,205,10,3,0.9629244559058174,1.2807726860234483,0,1,-1.4575223253512626,-0.4386915903571758
1.0,High Risk,1,1,1,-0.9224418056228316,-1.4062015660718208,-0.132540856657003,-0.4538199452965864,34,169,0,1,10,0,1,1834,120,-0.8909156406715937,-1.3029180098059,-0.0801522976639233,-0.1300160668492348,-0.7755982256425576,10,453,56,0,0.2920534670031837,-0.9007513663039434,1,0,-0.5586797199022145,-0.7740272791225363
0.7033,High Risk,0,1,3,-0.9224418056228316,-1.4062015660718208,-0.1061766263406839,-1.2145125321016037,30,211,0,2,5,3,4,2432,48,-0.3757752405131808,2.104566236822409,-0.6541077134778718,0.3629084778042688,-0.7755982256425576,21,61,67,0,0.2920534670031837,-0.9007513663039434,1,1,-1.1645465847883,-0.8571844659275237
1.0,High Risk,1,1,2,-0.9224418056228316,-1.4062015660718208,-4.794902151980268,1.8089902726237328,18,86,0,2,26,3,4,1470,48,-0.950708722832838,-1.4448965200820796,1.8566333880704584,-2.8303853114727766,-0.7755982256425576,14,200,24,0,0.2920534670031837,-0.9007513663039434,1,0,1.4857896570580924,0.9289035730701176
0.0,Low Risk,0,0,0,-0.3062303685083438,0.7770119322631955,0.1887015583929291,-0.4971927682284514,34,226,0,2,40,0,4,1860,48,-0.6517433120266163,-0.7350039687011819,-0.0801522976639233,0.4700659875115523,-0.7755982256425576,21,187,56,3,-1.0496885108020837,1.2807726860234483,0,0,-0.5586797199022145,-0.8571844659275237
1.0,High Risk,1,1,1,1.54240394283512,0.7770119322631955,-0.0172451103099117,-0.4754229474876499,26,409,0,0,28,8,2,1910,102,-0.7713294763491051,-1.018960989253541,-0.5463610524914262,0.0842989525653319,-0.0884419890798662,3,962,44,3,0.9629244559058174,0.3112064405446075,0,0,-0.5586039960095904,-0.0737045223261843
0.0,Low Risk,0,0,0,0.3099810686061441,0.7770119322631955,-0.1044572200157065,-0.6056248255581139,34,66,1,1,36,0,2,3119,102,-0.0538124904141726,0.6847811340606135,-0.0801522976639233,-0.0442900590834081,-0.7755982256425576,3,823,56,3,-0.3788175218994499,1.2807726860234483,0,1,-0.5586797199022145,-0.0737045223261843
0.0,Low Risk,0,0,1,0.3099810686061441,0.7770119322631955,0.1782895978694552,-0.2761581898256777,46,88,0,1,15,3,1,2071,75,1.349025206445791,2.104566236822409,0.4219959226457426,0.3200454739213555,-0.7755982256425576,17,588,70,3,-0.3788175218994499,1.2807726860234483,0,1,-0.028612471532936,-0.4386915903571758
0.7287,High Risk,1,1,3,-0.3062303685083438,-0.6784637332934821,-0.7478972758516695,-1.233696665321467,38,66,1,0,36,6,2,1745,38,-0.7299342656220896,0.2588456032320748,-0.7257714380620653,-3.687645389131044,-0.7755982256425576,1,572,102,2,0.2920534670031837,-0.1735766821948127,0,1,-1.2401947535198583,-1.7262180350025187
0.0,Low Risk,0,0,1,-0.3062303685083438,0.7770119322631955,-0.096433323832479,-1.1852358766225946,47,341,0,0,16,6,0,65,41,-0.5367566155626848,1.110716664889152,-0.6539642425577832,0.3629084778042688,-0.7755982256425576,9,23,59,3,-1.0496885108020837,1.2807726860234483,0,1,-1.1643951370030514,-0.3078023284267748
0.6576,Medium Risk,1,1,3,-0.9224418056228316,-1.4062015660718208,0.1598537411627537,1.4086257532526711,18,66,1,0,36,3,2,1796,105,1.257035849274646,0.2588456032320748,1.8566333880704584,-0.0228585571419514,-0.7755982256425576,3,574,24,0,0.2920534670031837,-0.9007513663039434,1,1,1.4857896570580924,-0.0737045223261843
1.0,High Risk,1,1,1,-0.9224418056228316,-1.4062015660718208,-0.6573418760695297,0.1140303980113694,12,66,1,0,36,0,2,2640,6,1.0358014452780415,1.110716664889152,-0.5823005179735894,-0.7729611250929354,1.2858704840455164,12,214,71,0,0.2920534670031837,-1.3370561767694218,1,1,0.2740559272859219,-0.5133785839780072
0.5652,Medium Risk,1,1,3,1.54240394283512,-0.6784637332934821,0.5014424643915845,0.1075244745715896,46,23,0,1,6,3,2,2991,42,-0.7667300084905477,-1.1609394995297204,0.4219959226457426,0.555791995277379,-0.7755982256425576,3,881,70,2,2.304666433711085,-0.1735766821948127,0,0,-0.028612471532936,-0.0737045223261843
0.9998,High Risk,1,1,1,-0.9224418056228316,-1.4062015660718208,0.662398000924185,0.6494345333952951,12,452,0,0,5,0,2,2058,102,0.8426237952186371,0.4008241135082545,-0.5823005179735894,0.4914974894530089,1.973026720608208,3,99,71,0,0.2920534670031837,-1.3855344890433638,1,1,0.7283235591383933,-0.0737045223261843
0.0,Low Risk,0,0,3,0.3099810686061441,0.7770119322631955,0.1751373529403301,-0.8265759946860186,47,49,0,0,41,6,2,2816,42,-0.2147938654636767,0.826759644336793,-0.6539642425577832,0.7701070146919458,-0.0884419890798662,3,881,59,3,-0.3788175218994499,0.3112064405446075,0,1,-0.7857756738821383,-0.0737045223261843
0.0,Low Risk,0,0,1,-0.9224418056228316,0.7770119322631955,0.548153002886802,-0.1762338785326503,12,66,1,0,36,0,2,1992,105,-0.1228045082925315,-0.0251114173202841,-0.5823005179735894,0.7915385166334025,0.5987142474828251,3,640,71,3,-1.720559499704717,-0.1735766821948127,0,0,-0.1802117045665497,-0.0737045223261843
0.0,Low Risk,0,0,3,-2.154864679851808,-2.13393939885016,-0.1163020191433282,-0.8725345051388217,37,509,0,1,4,9,3,1893,31,-0.6788801723921041,-0.4510469481488227,-0.4071942600056044,0.0200044467409619,-0.7755982256425576,7,420,0,1,-0.3788175218994499,-1.627926050413074,1,0,-0.9039049463758632,-0.4953957997126453
0.0,Low Risk,0,0,1,0.3099810686061441,0.7770119322631955,0.9362612194636304,0.5154792379557277,30,66,1,1,36,3,1,360,2,-0.7207353299049751,-1.1609394995297204,-0.6541077134778718,0.7915385166334025,1.973026720608208,22,131,67,3,-0.3788175218994499,-0.6583598049342332,0,0,0.3493254765543592,1.0038335561201748
1.0,High Risk,1,1,1,-0.3062303685083438,-0.6784637332934821,0.4748871889280456,-0.281246155592685,12,66,1,0,36,0,3,2902,31,0.4562684950998272,0.9687381546129727,-0.5823005179735894,0.7701070146919458,0.5987142474828251,7,911,71,2,0.2920534670031837,-0.9007513663039434,0,1,-0.1802117045665497,-0.4953957997126453
0.0,Low Risk,0,0,1,-0.9224418056228316,0.7770119322631955,-0.1315856309209045,-0.3664070252339047,21,66,1,0,36,6,4,2651,48,0.0055206449612159,0.4008241135082545,-0.7257714380620653,-0.1300160668492348,1.2858704840455164,18,452,82,3,-1.720559499704717,-0.4644465558384649,0,1,-0.3317352137075391,0.4045597405012845
0.0,Low Risk,0,0,0,-0.9224418056228316,0.7770119322631955,0.4639976155365224,0.5745330045629591,9,66,1,0,36,3,3,1465,152,1.257035849274646,0.826759644336793,1.1392787876280783,0.3414769758628122,-0.7755982256425576,20,467,21,3,-1.720559499704717,1.2807726860234483,0,1,0.7285507308162661,0.4473004169368773
1.0,High Risk,1,1,0,1.54240394283512,0.7770119322631955,-0.4949535009327814,0.6744573158559865,12,66,1,2,36,0,3,878,70,0.7046397594619194,0.2588456032320748,-0.5823005179735894,-0.4943515998539984,1.973026720608208,15,1063,71,3,0.9629244559058174,-0.6583598049342332,0,1,0.7283235591383933,0.689855602893397
1.0,High Risk,1,1,1,1.54240394283512,-0.6784637332934821,-0.1903320136909635,-1.282240863295208,5,91,0,1,5,1,1,3214,75,-0.8720578224515089,-0.5930254584250024,-0.7896877329614815,-0.1085845649077781,-0.7755982256425576,17,1046,79,2,2.304666433711085,-0.1735766821948127,0,0,-1.3076647418480052,-0.4386915903571758
0.0,Low Risk,0,0,3,-0.3062303685083438,0.7770119322631955,0.6561890336395446,0.0485541172392268,30,126,0,0,6,3,4,1860,48,-0.4447672583915396,-0.5930254584250024,-0.6541077134778718,0.7701070146919458,1.2858704840455164,21,187,67,3,-1.0496885108020837,-0.4644465558384649,0,0,-0.0291425387813055,-0.8571844659275237
1.0,High Risk,1,1,1,0.3099810686061441,-0.6784637332934821,0.5876993483612808,0.8748063940912556,9,182,0,1,40,3,1,2697,115,-0.3987725798059671,-0.8769824789773615,1.1392787876280783,0.3629084778042688,-0.7755982256425576,22,428,21,2,0.9629244559058174,-0.1735766821948127,0,0,0.7285507308162661,1.0038335561201748
1.0,High Risk,1,1,1,-0.9224418056228316,-1.4062015660718208,0.2922480281860086,-0.1260214950615296,46,254,0,1,5,3,3,542,8,0.5211209919054847,0.826759644336793,0.4219959226457426,0.4057714816871822,-0.7755982256425576,11,833,70,0,0.2920534670031837,-0.9007513663039434,1,1,-0.028612471532936,-0.7972996521958311
1.0,High Risk,1,1,1,-0.9224418056228316,-1.4062015660718208,-0.3564457691984961,-0.9268339430785218,21,293,0,1,44,6,2,2889,20,-0.5827512941482574,-0.0251114173202841,-0.7257714380620653,-0.7086666192685652,-0.0884419890798662,12,328,82,0,0.2920534670031837,-1.1431429276736536,1,0,-0.937374906915752,-0.5133785839780072
0.0,Low Risk,0,0,2,-0.3062303685083438,0.7770119322631955,0.1157223121550021,-0.946852169047075,38,66,1,1,36,6,2,2383,112,-0.4723640655428832,0.4008241135082545,-0.7257714380620653,0.7915385166334025,-0.0884419890798662,3,781,102,3,-1.0496885108020837,0.3112064405446075,0,1,-0.937374906915752,-0.0737045223261843
